"Word","Iconicity","ListIdentifier","KupermanAOA","SUBTLEX_Rawfreq","SUBTLEX_dom_POS","SUBTLEX_Percentage_dom_POS","OrthoLength","ParentalInputRawFreq","ChildesAge12Freq","ChildesAge15Freq","ChildesAge18Freq","ChildesAge21Freq","ChildesAge24Freq","ChildesAge27Freq","ChildesAge30Freq","ChildesAge33Freq","ChildesAge36Freq","ChildesAge39Freq","ChildesAge42Freq","ChildesAge45Freq","ChildesAge48Freq","ChildesAge51Freq","ChildesAge54Freq","ChildesAge57Freq","ChildesAge60Freq","ChildesAge63Freq","ChildesAge66Freq","ChildesAge69Freq","Conc","NMorph"
"arm",0.2,"list1",3.26,3336,"Noun","0.98",3,268,1,1,18,20,62,60,63,19,35,30,28,14,22,17,40,12,7,2,2,3,4.96,1
"aunt",0.2,"list1",3.8,2815,"Noun","1.00",4,147,0,0,1,6,3,8,33,9,1,8,4,1,4,11,6,8,5,3,2,0,4.17,1
"baby",2.230769231,"list1",3.84,25978,"Noun","1.00",4,2683,73,147,510,805,898,1074,915,727,523,273,191,177,150,127,247,113,128,66,57,64,5,1
"back",0.4,"list1",5.31,102467,"Adverb","0.76",4,5134,10,33,179,403,807,742,833,546,491,326,304,289,209,179,757,166,163,103,88,47,4.33,1
"ball",0.75,"list1",2.9,5353,"Noun","0.99",4,1124,186,107,629,362,207,467,280,140,163,170,33,45,30,27,164,53,30,19,16,9,5,1
"balloon",1.714285714,"list1",4.37,442,"Noun","1.00",7,307,7,7,12,26,79,59,95,24,105,30,10,13,4,4,31,19,45,11,3,0,4.92,1
"banana",1,"list1",3.78,547,"Noun","0.99",6,152,5,3,29,79,108,94,67,99,16,21,14,26,8,2,18,11,6,14,3,0,5,1
"basement",0.818181818,"list1",6.74,1074,"Noun","1.00",8,27,0,0,0,2,7,5,1,2,3,1,2,0,1,2,8,1,0,0,4,2,4.89,NA
"basket",-0.166666667,"list1",5.67,672,"Noun","1.00",6,195,9,1,5,37,63,54,44,43,12,22,5,16,5,9,29,3,1,1,0,1,5,1
"bat",0.153846154,"list1",4.85,1052,"Noun","0.86",3,72,7,2,26,11,10,33,45,12,24,29,2,10,5,6,40,14,1,0,7,1,5,1
"bath",0.3,"list1",3.23,1587,"Noun","0.94",4,379,1,1,27,118,132,225,138,118,70,69,58,36,25,20,130,23,30,21,24,11,4.85,1
"beach",-0.214285714,"list1",4.8,2888,"Noun","0.99",5,282,0,8,2,18,45,55,29,22,35,21,26,28,20,1,25,19,14,10,10,0,4.79,1
"beads",1.454545455,"list1",NA,180,"Noun","1.00",5,52,0,1,18,15,9,6,10,7,7,11,4,0,0,0,0,3,0,0,0,0,NA,2
"beans",0.375,"list1",NA,736,"Noun","1.00",5,159,0,0,18,19,48,52,35,25,10,32,4,15,9,16,15,4,3,3,5,1,NA,2
"bear",-0.25,"list1",3.58,2928,"Noun","0.54",4,522,24,61,122,191,225,702,310,395,186,89,60,42,31,34,60,37,28,18,15,24,4.88,1
"bed",0.416666667,"list1",2.89,9543,"Noun","1.00",3,1767,1,11,59,138,242,431,380,265,227,95,105,122,69,57,188,63,92,32,20,13,5,1
"bee",1.545454545,"list1",5,528,"Noun","0.98",3,109,6,12,49,20,56,66,42,20,13,17,28,9,17,13,24,2,1,0,0,2,4.88,1
"belt",1.2,"list1",4.62,1242,"Noun","0.97",4,76,0,0,1,8,4,18,16,26,21,6,16,2,3,10,32,4,14,0,3,0,4.9,1
"bench",-0.916666667,"list1",4.21,493,"Noun","1.00",5,114,0,3,0,2,4,10,9,13,4,46,4,3,0,4,1,0,3,0,0,0,4.87,1
"bib",0.083333333,"list1",4.53,25,"Noun","0.96",3,53,1,6,5,24,29,47,23,7,5,2,0,0,2,0,3,0,0,0,0,0,4.79,1
"bird",0.727272727,"list1",3.52,2318,"Noun","0.95",4,730,15,30,81,130,113,221,90,90,84,79,77,52,25,32,137,28,6,7,14,2,5,1
"blanket",0.117647059,"list1",3.61,662,"Noun","0.98",7,140,1,21,15,71,122,82,59,60,78,32,17,15,7,4,5,6,2,4,6,5,5,1
"block",2.428571429,"list1",4.79,2067,"Noun","0.80",5,272,15,9,46,32,34,63,51,29,25,10,4,21,7,14,42,4,15,0,4,5,4.48,1
"boat",1.142857143,"list1",3.84,4885,"Noun","1.00",4,490,0,15,31,117,164,201,241,88,119,91,28,19,43,37,60,13,7,19,9,2,4.93,1
"book",0.090909091,"list1",3.68,9026,"Noun","0.97",4,2259,54,142,330,398,459,496,507,272,188,117,103,83,52,58,154,42,43,17,23,32,4.9,1
"boots",0.4,"list1",4.86,977,"Noun","0.93",5,216,0,1,10,35,34,57,49,50,26,19,10,6,14,7,48,3,4,9,5,6,5,2
"bottle",0.5,"list1",3.56,2588,"Noun","0.97",6,385,28,67,72,78,110,109,67,76,74,46,30,52,10,4,34,15,11,8,2,0,4.91,1
"bowl",1.5,"list1",4.26,1094,"Noun","0.89",4,236,0,10,11,28,40,61,70,44,30,18,9,23,13,12,30,12,12,8,7,5,4.87,1
"box",0.5625,"list1",4.3,4577,"Noun","0.96",3,1342,5,22,162,177,364,329,248,153,70,68,59,35,46,27,106,33,30,24,7,12,4.9,1
"boy",1.7,"list1",3.67,27021,"Noun","1.00",3,2743,8,26,93,145,291,401,276,183,268,127,102,123,130,127,283,97,95,45,24,8,4.76,1
"bread",0.333333333,"list1",3.58,1445,"Noun","1.00",5,391,0,0,2,35,69,94,47,54,32,49,31,39,32,11,83,30,13,6,17,2,4.92,1
"breakfast",0.916666667,"list1",3.47,3381,"Noun","0.95",9,464,0,2,17,27,45,52,42,23,30,23,34,22,13,15,33,10,9,1,4,4,4.43,NA
"broom",0.571428571,"list1",5.5,243,"Noun","1.00",5,117,2,2,6,11,1,26,5,7,7,5,5,2,4,5,17,3,6,0,0,1,4.89,1
"brother",0.4,"list1",3.63,14481,"Noun","1.00",7,425,0,0,0,2,2,19,16,22,38,37,40,35,14,26,97,20,35,12,7,4,4.43,1
"brush",1.727272727,"list1",3.78,722,"Verb","0.56",5,371,1,10,30,157,91,92,59,35,36,17,18,26,9,2,53,7,4,4,2,4,4.54,1
"bubbles",2.5,"list1",NA,305,"Noun","0.99",7,160,18,44,23,26,46,53,17,11,9,9,15,38,13,1,8,12,0,1,6,0,NA,2
"bucket",-0.529411765,"list1",5.61,511,"Noun","0.99",6,119,0,27,5,16,23,37,48,9,23,9,2,6,7,0,9,8,7,5,1,0,4.96,1
"bug",1.9,"list1",3.79,1068,"Noun","0.68",3,138,7,16,53,46,16,67,39,24,28,29,40,18,4,20,17,1,0,1,2,2,5,1
"bunny",0.4,"list1",4.5,946,"Noun","0.99",5,588,3,26,75,103,71,197,104,45,49,35,41,18,36,32,61,28,5,6,2,7,4.97,1
"bus",-0.928571429,"list1",3.85,3783,"Noun","0.99",3,496,4,12,53,95,168,182,206,61,81,39,23,62,34,19,97,70,24,12,9,8,4.9,1
"butter",0.545454545,"list1",5.78,1042,"Noun","0.97",6,430,0,1,28,170,43,87,111,70,58,54,36,50,36,15,81,30,8,11,9,17,4.9,1
"buttocks",0.25,"list1",7.72,93,"Noun","1.00",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.83,2
"button",0.5,"list1",4.78,1441,"Noun","0.89",6,332,1,8,23,68,38,47,100,45,44,20,20,9,9,8,89,11,8,1,0,2,4.96,1
"cake",0.461538462,"list1",3.26,2298,"Noun","1.00",4,724,0,12,38,74,154,212,166,134,109,52,31,65,62,30,71,31,49,18,31,32,4.81,1
"camera",1.333333333,"list1",6,2907,"Noun","1.00",6,107,18,10,32,26,54,13,13,10,24,12,5,4,6,7,11,2,2,3,0,1,5,1
"camping",0.636363636,"list1",5.33,315,"Noun","0.75",7,44,0,0,0,0,0,15,1,6,4,14,20,8,5,7,8,0,2,0,0,1,4,NA
"candy",1.117647059,"list1",4,1825,"Noun","1.00",5,250,0,0,15,12,48,40,44,112,31,35,53,33,33,43,93,17,17,19,7,5,4.83,1
"car",0.466666667,"list1",3.37,24636,"Noun","1.00",3,2309,42,135,326,884,1139,1201,1069,440,386,224,183,226,197,79,260,126,155,43,56,26,4.89,1
"carrots",0.5,"list1",NA,198,"Noun","1.00",7,112,0,1,7,3,18,32,26,9,17,7,11,9,4,0,19,6,0,2,4,2,NA,2
"cat",0.538461538,"list1",3.68,3383,"Noun","0.99",3,1026,31,35,128,195,332,283,224,349,132,75,87,143,119,138,229,83,71,21,8,5,4.86,1
"cereal",0.214285714,"list1",4.44,324,"Noun","1.00",6,179,0,6,16,21,16,28,19,30,29,11,42,11,8,4,21,8,0,0,5,10,4.83,1
"chair",0.0625,"list1",3.43,2511,"Noun","0.98",5,1309,2,41,147,167,226,318,176,142,101,66,65,45,34,18,137,45,26,6,5,5,4.58,1
"chalk",0.636363636,"list1",4.47,183,"Noun","1.00",5,60,0,0,1,4,15,24,16,14,18,15,3,4,0,6,5,0,2,0,0,1,4.9,1
"cheek",1.3,"list1",5.06,365,"Noun","1.00",5,44,0,0,0,4,5,7,7,7,6,2,1,0,0,3,9,1,0,0,0,0,4.83,1
"cheerios",1.916666667,"list1",NA,17,"Noun","0.69",8,34,0,6,1,35,0,4,3,1,3,3,2,6,0,1,3,3,4,0,3,6,NA,1
"cheese",-0.363636364,"list1",4.33,1991,"Noun","1.00",6,497,1,70,38,128,155,114,100,86,46,60,36,32,31,31,94,33,11,30,25,22,4.7,1
"child",0.933333333,"list1",5.15,8040,"Noun","1.00",5,854,0,0,0,4,24,28,21,16,13,11,5,2,2,1,9,2,0,3,0,0,4.78,1
"chin",1.333333333,"list1",4.22,647,"Noun","0.88",4,70,0,0,5,6,14,7,13,4,5,6,9,2,0,11,7,1,0,0,4,0,4.89,1
"chocolate",0.545454545,"list1",3.33,1499,"Noun","1.00",9,357,0,0,7,47,119,107,114,85,51,81,71,84,35,55,64,31,13,13,10,10,4.72,1
"church",0.076923077,"list1",5.15,3553,"Noun","0.99",6,127,0,0,2,0,10,13,25,11,3,7,12,3,4,2,7,8,0,2,1,2,4.9,1
"circus",0.6,"list1",4.53,870,"Noun","1.00",6,153,0,0,0,3,1,31,22,22,35,11,6,18,7,1,32,14,4,1,0,3,4.43,1
"clock",0.611111111,"list1",4.42,2990,"Noun","0.97",5,251,1,3,24,74,55,51,33,53,46,13,18,8,4,15,20,15,8,2,4,4,5,1
"closet",1.4375,"list1",5,1381,"Noun","1.00",6,114,0,5,2,0,5,16,8,13,5,10,4,6,6,2,16,3,0,1,3,6,4.83,2
"cloud",1,"list1",3.63,599,"Noun","0.90",5,24,0,0,3,1,9,9,6,4,4,0,1,12,5,7,5,4,3,3,0,1,4.54,1
"clown",0.153846154,"list1",3.72,807,"Noun","0.97",5,185,1,21,60,41,27,34,40,39,33,8,8,8,6,19,30,3,1,0,0,0,4.9,1
"coat",-0.8,"list1",3.58,2146,"Noun","0.98",4,484,0,2,35,34,57,72,51,22,45,16,5,21,8,6,92,16,22,4,0,2,4.97,1
"coffee",1.3,"list1",4.94,7371,"Noun","1.00",6,559,3,3,76,97,104,97,81,73,74,23,35,60,54,35,54,40,9,10,13,7,4.81,1
"coke",1,"list1",4.74,948,"Noun","1.00",4,38,0,0,0,1,13,13,8,1,14,8,5,6,3,1,15,10,3,0,3,9,4.83,1
"comb",-0.066666667,"list1",5.5,309,"Verb","0.52",4,159,1,14,14,23,14,67,25,22,19,13,13,10,21,16,6,3,1,0,0,2,5,1
"cookie",0.454545455,"list1",3.37,852,"Noun","1.00",6,390,3,31,92,137,193,95,85,66,59,24,21,51,23,2,53,18,6,1,1,1,5,1
"corn",0.307692308,"list1",4.61,725,"Noun","1.00",4,144,0,0,6,31,33,27,35,41,10,40,21,17,13,7,41,15,5,8,8,5,4.96,1
"couch",-0.166666667,"list1",3.74,1197,"Noun","0.99",5,141,0,0,4,10,47,30,26,41,16,18,15,7,14,4,14,9,5,1,1,2,4.71,1
"country",-0.529411765,"list1",7.05,8254,"Noun","1.00",7,90,0,0,0,0,0,9,0,2,2,12,3,0,1,1,14,2,2,3,2,0,4.17,1
"cow",1.454545455,"list1",3.94,1301,"Noun","0.99",3,663,9,30,86,179,210,407,309,215,69,22,16,27,28,12,37,9,19,2,6,2,4.96,1
"cracker",0.583333333,"list1",4.9,294,"Noun","0.96",7,147,0,0,43,24,8,33,17,16,4,3,13,1,1,2,31,3,0,0,0,0,4.96,2
"crayon",0.818181818,"list1",3.2,21,"Noun","1.00",6,131,0,11,19,33,39,34,82,16,15,7,9,3,1,13,14,5,4,0,4,2,4.87,1
"crib",-0.411764706,"list1",6.05,316,"Noun","0.94",4,58,0,0,2,2,15,17,10,33,22,6,2,0,3,1,0,1,2,0,0,0,4.86,1
"cup",1.538461538,"list1",3.57,2634,"Noun","0.99",3,851,1,46,57,158,191,249,146,97,38,39,35,46,47,35,73,25,23,13,32,11,5,1
"daddy",1.428571429,"list1",2.56,9439,"Noun","1.00",5,2396,114,257,364,984,1139,1134,1040,758,545,635,476,329,365,284,574,165,73,48,68,37,4.24,2
"day",-0.153846154,"list1",3.5,40893,"Noun","0.99",3,1800,2,8,16,54,63,60,97,108,87,81,79,90,59,89,241,94,39,46,54,53,3.92,1
"deer",-0.444444444,"list1",5.17,444,"Noun","0.99",4,72,0,0,7,5,18,18,23,11,6,1,2,3,2,0,5,0,2,0,0,0,4.86,1
"diaper",-0.272727273,"list1",3.4,218,"Noun","0.90",6,162,1,1,25,78,52,36,22,19,11,9,14,13,1,1,0,2,0,0,0,1,4.82,1
"dinner",0.263157895,"list1",3.99,10336,"Noun","1.00",6,834,3,1,8,30,95,105,128,83,77,45,34,20,49,29,96,39,27,12,9,7,4.5,1
"dish",0.75,"list1",4.89,584,"Noun","0.87",4,91,1,2,0,22,17,10,22,23,11,2,12,5,5,1,4,6,2,2,3,3,4.9,1
"doctor",1.6,"list1",4.6,13461,"Noun","1.00",6,376,0,0,14,15,56,89,119,136,38,60,38,38,22,7,76,20,26,1,5,2,4.69,1
"dog",1.272727273,"list1",2.8,9835,"Noun","0.99",3,1529,28,26,131,164,294,366,279,174,144,90,137,171,95,111,211,100,70,35,22,20,4.85,1
"doll",-0.428571429,"list1",3.68,1263,"Noun","0.98",4,329,1,5,60,93,155,91,46,50,32,25,16,9,13,9,36,7,12,6,0,4,5,1
"donkey",0.842105263,"list1",6,273,"Noun","0.81",6,151,0,9,20,14,29,37,43,11,20,13,2,4,2,2,6,6,3,1,0,0,5,1
"donut",0.181818182,"list1",NA,72,"Noun","0.97",5,3,0,0,1,3,1,1,2,5,8,3,0,3,0,0,5,0,0,0,0,1,4.93,1
"door",1.272727273,"list1",3.05,14895,"Noun","1.00",4,1349,2,46,112,161,375,281,251,189,131,77,65,53,44,41,169,41,47,19,20,11,4.81,1
"drawer",-0.923076923,"list1",5.37,663,"Noun","1.00",6,112,1,0,0,7,15,24,13,24,2,10,5,7,7,4,8,4,3,1,0,1,4.67,1
"dress",0,"list1",4.05,4447,"Noun","0.75",5,338,0,2,9,49,158,134,66,65,49,21,20,20,18,18,31,12,8,12,1,2,4.93,1
"dryer",1.555555556,"list1",6.16,231,"Noun","0.99",5,24,0,0,0,1,6,2,3,0,0,2,0,2,0,0,0,0,0,0,0,0,4.79,2
"duck",0.3,"list1",3.5,1263,"Noun","0.84",4,609,21,61,222,223,199,188,118,101,63,72,26,24,35,10,22,11,8,7,2,5,4.86,1
"ear",1.1,"list1",3.63,1632,"Noun","1.00",3,225,2,9,22,50,77,40,63,79,20,19,14,7,14,5,86,10,4,8,3,2,5,1
"egg",1.818181818,"list1",3.89,1328,"Noun","0.99",3,375,2,13,38,160,239,202,157,123,47,26,33,26,24,17,49,23,12,22,21,25,4.97,1
"elephant",2.142857143,"list1",4.8,580,"Noun","1.00",8,372,0,9,21,127,214,169,160,71,73,31,22,20,16,31,39,14,6,18,31,28,5,1
"eye",1,"list1",3.75,5701,"Noun","1.00",3,296,9,7,59,32,124,141,75,50,37,38,32,25,22,26,67,15,5,7,19,7,4.9,1
"face",0.272727273,"list1",3.75,14747,"Noun","0.81",4,683,0,2,19,36,66,113,129,82,61,66,40,25,26,34,91,21,12,15,21,9,4.87,1
"farm",-0.105263158,"list1",3.85,1532,"Noun","0.99",4,294,0,3,3,8,28,71,119,92,29,40,20,31,24,28,18,11,12,5,0,0,4.59,1
"feet",0.357142857,"list1",NA,6157,"Noun","1.00",4,535,0,8,47,83,111,125,121,89,46,56,29,27,26,37,62,28,7,9,11,5,NA,1
"finger",0.181818182,"list1",3.43,1870,"Noun","0.99",6,503,0,5,22,47,75,66,102,68,64,55,54,28,37,9,46,7,6,7,6,3,5,1
"flag",-0.785714286,"list1",5.33,892,"Noun","0.98",4,47,0,1,0,13,9,23,8,8,11,3,4,2,0,2,5,1,1,1,0,0,4.79,1
"flower",-0.083333333,"list1",3.11,1161,"Noun","0.97",6,184,6,13,25,58,87,57,40,61,35,19,31,11,9,21,24,19,6,3,1,2,5,1
"food",1.071428571,"list1",3.25,7876,"Noun","1.00",4,613,0,4,18,55,98,197,152,196,82,57,76,93,86,46,155,67,48,25,43,49,4.8,1
"fork",0.818181818,"list1",3.63,450,"Noun","1.00",4,161,0,0,2,6,39,53,64,35,20,25,10,16,11,12,41,3,2,3,3,14,4.9,1
"friend",0.818181818,"list1",3.57,21384,"Noun","1.00",6,493,0,1,10,23,20,50,85,93,51,29,56,85,33,34,204,47,18,14,21,8,3.07,1
"frog",2.181818182,"list1",4.32,603,"Noun","0.98",4,268,0,3,21,35,53,59,40,52,22,15,33,15,5,7,38,8,2,0,0,0,5,1
"game",0.066666667,"list1",4.26,11926,"Noun","0.98",4,950,0,6,11,27,28,76,60,82,130,58,50,33,41,22,103,23,51,15,7,10,4.5,1
"garage",0.133333333,"list1",5.26,1388,"Noun","1.00",6,174,0,0,9,14,36,105,85,20,14,23,10,13,5,13,22,8,22,1,2,4,4.96,1
"garbage",0.333333333,"list1",4.89,1331,"Noun","1.00",7,180,0,1,8,3,25,25,26,25,22,16,16,6,9,2,54,1,1,1,1,1,4.69,1
"garden",-0.1875,"list1",5.33,1354,"Noun","0.99",6,208,0,1,1,10,41,36,42,30,15,21,12,8,2,8,3,13,2,4,2,0,4.73,1
"giraffe",-1.19047619,"list1",5,76,"Noun","0.95",7,126,0,4,8,60,98,71,67,48,24,11,4,6,10,5,10,2,2,17,16,21,4.73,1
"girl",0.636363636,"list1",4,28413,"Noun","1.00",4,2477,3,39,45,86,131,223,165,175,169,109,78,81,83,35,149,88,72,33,12,8,4.85,1
"glass",0.8,"list1",4.47,3096,"Noun","0.97",5,292,0,0,5,2,25,28,21,29,23,25,28,19,17,12,48,21,11,2,10,2,4.82,1
"glasses",0.416666667,"list1",4.35,1689,"Noun","1.00",7,177,4,2,9,28,30,37,54,27,25,16,5,21,22,11,23,21,4,3,2,0,4.9,NA
"gloves",-1.1,"list1",NA,828,"Noun","1.00",6,95,0,1,0,1,1,25,8,10,11,4,2,2,5,2,17,1,0,1,2,0,NA,2
"glue",0.6,"list1",4.67,300,"Noun","0.78",4,97,0,0,11,8,1,41,33,24,14,20,13,18,8,10,35,13,1,2,0,3,4.65,1
"goose",0.230769231,"list1",5.15,665,"Noun","0.96",5,75,0,3,8,11,9,27,28,35,12,10,11,1,3,0,10,9,0,1,1,0,4.81,1
"grapes",-0.8125,"list1",NA,201,"Noun","1.00",6,60,0,1,14,34,91,60,67,46,11,8,10,3,4,0,3,0,3,1,1,0,NA,2
"grass",1.1,"list1",3.94,856,"Noun","1.00",5,224,0,13,11,57,99,87,82,45,26,19,25,10,11,4,30,13,9,1,6,7,4.93,1
"gum",1.6,"list1",4.89,683,"Noun","0.95",3,158,1,6,1,0,14,50,50,22,17,57,17,14,10,5,62,12,1,25,3,3,4.89,1
"hair",-0.416666667,"list1",3.17,7831,"Noun","1.00",4,1305,0,22,39,136,235,230,207,204,126,85,48,71,63,67,159,19,20,3,13,10,4.97,1
"hamburger",-0.357142857,"list1",5.21,397,"Noun","0.96",9,73,0,0,2,6,10,27,7,4,7,6,2,7,7,5,8,1,4,5,3,3,5,2
"hammer",1.384615385,"list1",5.42,636,"Noun","0.82",6,127,3,0,17,66,83,92,32,24,11,20,19,5,8,3,20,7,19,8,0,0,4.77,1
"hand",0.388888889,"list1",2.74,14262,"Noun","0.92",4,1291,8,29,43,85,165,227,168,154,117,101,66,37,48,50,264,42,49,22,14,9,4.72,1
"hat",1.461538462,"list1",3.33,3273,"Noun","1.00",3,967,17,61,177,231,334,373,313,185,105,105,43,53,31,55,188,58,37,10,6,6,4.88,1
"head",0.6875,"list1",3.42,18947,"Noun","0.92",4,1282,1,4,32,81,194,244,264,163,155,96,68,100,90,49,241,64,32,24,13,24,4.75,1
"hen",0.454545455,"list1",6.39,163,"Noun","0.94",3,50,0,0,1,3,24,45,24,29,3,2,2,0,6,6,5,2,1,0,1,0,4.9,1
"home",2,"list1",3.87,39491,"Adverb","0.72",4,1974,0,32,36,64,260,322,284,246,208,122,122,90,96,65,221,118,82,31,42,17,4.11,1
"horse",-0.363636364,"list1",4.15,4737,"Noun","1.00",5,938,0,8,48,107,254,402,374,191,103,36,55,51,50,33,67,17,33,1,2,3,5,1
"hose",0.642857143,"list1",5.33,411,"Noun","0.92",4,55,0,1,1,4,7,19,7,3,3,0,0,12,0,2,5,0,2,0,0,0,4.87,1
"house",0.454545455,"list1",3.16,26214,"Noun","0.99",5,3102,0,45,120,239,436,636,497,451,383,212,198,249,153,119,424,131,90,57,45,35,5,1
"ice",0.642857143,"list1",3.86,4057,"Noun","0.99",3,509,0,1,19,113,146,219,222,169,66,61,63,65,62,36,114,34,11,13,22,21,4.89,1
"jacket",0.5,"list1",3.95,1704,"Noun","1.00",6,180,2,0,1,14,26,26,24,15,9,22,14,11,2,4,55,6,2,3,1,0,4.86,1
"jar",0.461538462,"list1",5.44,424,"Noun","0.99",3,59,0,0,0,2,5,13,2,3,3,6,7,0,7,1,2,0,0,0,1,1,5,1
"jeans",0,"list1",5.26,337,"Noun","1.00",5,27,0,0,11,10,3,8,6,6,2,1,3,0,3,0,3,3,1,0,0,0,5,2
"jello",2.25,"list1",NA,28,"Noun","0.54",5,47,0,0,0,7,7,11,17,3,4,10,4,7,33,10,18,3,5,2,1,0,NA,1
"jelly",1.6,"list1",4.11,363,"Noun","1.00",5,104,0,0,7,72,23,17,19,47,12,36,25,10,6,10,41,6,4,4,3,4,4.93,1
"juice",0.615384615,"list1",4.4,1371,"Noun","1.00",5,1082,4,32,130,458,297,248,135,123,113,51,67,32,36,45,187,31,7,20,20,4,4.89,1
"keys",0.9375,"list1",NA,2601,"Noun","0.99",4,160,0,10,17,12,27,38,18,19,7,5,2,6,9,6,23,2,0,0,4,2,NA,2
"kitchen",-0.058823529,"list1",3.68,2974,"Noun","1.00",7,480,0,0,14,79,35,51,85,50,32,35,9,21,17,5,34,7,8,4,9,7,4.97,1
"kitty",0,"list1",3.54,1362,"Name","0.57",5,438,25,43,146,148,102,154,110,81,43,20,24,56,37,56,21,34,8,11,23,1,4.97,2
"kleenex",2.9,"list1",NA,78,"Noun","0.81",7,61,0,0,2,3,7,4,11,0,5,3,1,1,0,1,3,0,0,2,0,0,4.92,1
"knee",0.133333333,"list1",4.42,749,"Noun","0.99",4,172,0,1,5,37,81,96,64,49,9,11,13,3,3,5,18,2,1,1,0,0,5,1
"knife",0.523809524,"list1",4.15,2387,"Noun","1.00",5,140,0,8,1,18,20,36,67,27,31,52,40,25,12,10,57,7,5,2,4,1,4.9,1
"ladder",1.384615385,"list1",4.4,472,"Noun","0.99",6,143,0,1,5,15,58,67,50,11,11,20,9,7,1,11,13,7,4,1,2,4,5,1
"lady",-0.076923077,"list1",3.68,11071,"Noun","1.00",4,817,0,11,36,112,281,195,123,95,101,30,17,22,19,21,62,26,48,18,1,10,4.33,1
"lamb",0.416666667,"list1",4.15,542,"Noun","0.80",4,140,0,9,13,40,27,53,31,11,9,5,28,1,6,1,13,0,3,0,0,0,4.97,1
"lamp",0.071428571,"list1",4,657,"Noun","1.00",4,57,0,0,0,6,6,7,5,6,7,2,2,9,1,1,9,0,2,2,0,0,4.97,1
"leg",0.315789474,"list1",3,2882,"Noun","1.00",3,276,2,3,6,49,44,102,67,56,22,42,33,15,20,11,37,10,10,2,1,4,4.83,1
"light",0.9,"list1",4.05,8425,"Noun","0.66",5,569,1,6,49,137,128,158,71,75,108,58,55,52,54,48,152,22,33,11,18,19,4.21,1
"lion",-0.352941176,"list1",4.42,783,"Noun","1.00",4,404,0,2,33,87,124,81,124,102,54,42,23,32,20,26,34,14,2,7,9,7,4.96,1
"lips",2.307692308,"list1",NA,1590,"Noun","1.00",4,42,0,0,0,1,9,10,16,2,4,11,8,0,2,0,5,2,0,1,2,3,NA,1
"lollipop",1.333333333,"list1",3.89,91,"Noun","1.00",8,46,0,0,3,9,27,55,11,5,3,6,12,13,13,8,29,18,5,11,13,13,4.96,2
"lunch",0.5,"list1",3.61,5310,"Noun","0.99",5,743,0,0,22,37,69,58,48,62,35,21,39,27,21,35,73,25,17,7,12,7,4.31,1
"man",0.647058824,"list1",3.11,94133,"Noun","1.00",3,1994,4,32,198,326,536,528,337,252,269,177,84,80,160,66,569,79,99,44,16,24,4.79,1
"meat",0.2,"list1",4.42,2226,"Noun","1.00",4,316,0,0,2,11,21,29,40,19,26,53,44,30,22,21,83,14,4,7,9,6,4.9,1
"medicine",1.272727273,"list1",4.89,1744,"Noun","1.00",8,128,1,0,1,66,51,15,24,30,17,13,15,7,9,8,19,9,5,1,1,0,4.79,1
"melon",-0.214285714,"list1",4.21,218,"Noun","0.67",5,10,0,0,0,2,8,8,19,6,1,0,0,0,0,0,2,1,0,0,0,0,4.78,1
"milk",0.733333333,"list1",3.37,2169,"Noun","0.98",4,1366,3,42,60,217,282,332,349,244,166,148,140,199,110,98,170,97,73,20,34,19,4.92,1
"mittens",0,"list1",NA,52,"Noun","0.94",7,79,0,2,0,1,4,9,9,5,6,3,2,1,2,0,9,0,0,0,0,0,NA,2
"mommy",1.4,"list1",2.5,3617,"Noun","1.00",5,2320,97,794,926,1187,1208,2016,1450,1097,1413,1028,565,714,711,475,1584,307,185,66,163,190,4.07,2
"money",-0.6,"list1",5.11,32679,"Noun","1.00",5,628,0,2,21,53,97,127,114,90,84,51,60,44,78,50,137,45,36,12,11,16,4.54,1
"monkey",0.285714286,"list1",4.21,1709,"Noun","0.99",6,380,5,16,37,143,277,144,111,66,97,36,23,14,34,15,25,17,4,5,12,6,4.9,1
"moon",0.1,"list1",4.83,2548,"Noun","0.98",4,167,6,7,74,87,32,73,65,59,30,17,27,23,14,23,30,56,8,7,15,23,4.9,1
"moose",0.3,"list1",5.22,282,"Noun","0.98",5,10,1,9,5,3,9,2,8,2,2,0,0,1,0,0,0,0,0,0,1,0,4.97,1
"mop",1.8125,"list1",5.11,211,"Noun","0.54",3,15,0,0,6,9,4,0,4,1,1,0,0,2,0,0,5,0,0,0,0,0,4.97,1
"morning",-1.8,"list1",4,22389,"Noun","1.00",7,1359,1,4,14,20,46,51,48,53,46,32,29,17,37,30,137,18,14,13,15,24,3.44,2
"mouse",0,"list1",4.94,975,"Noun","0.93",5,440,0,4,54,86,85,167,106,96,57,32,23,38,29,33,88,16,1,10,13,30,4.83,1
"mouth",1.333333333,"list1",3.58,5325,"Noun","1.00",5,1081,1,10,13,57,79,114,121,114,89,60,45,42,53,31,129,31,22,19,25,17,4.74,1
"movie",0.285714286,"list1",3.56,6271,"Noun","1.00",5,138,0,0,0,0,1,18,20,38,27,53,25,24,24,30,20,15,2,8,5,8,4.59,1
"muffin",1.076923077,"list1",5.11,297,"Noun","0.94",6,21,0,0,5,1,1,7,22,5,2,1,0,2,3,1,4,0,0,6,1,1,4.78,1
